Stredná pedagogická škola,Bratislavský,Bratislava-Pod. Biskupice,"Súkr. pedagogická škola - Bratislava, Bieloruská",Bieloruská 1,0
Základná škola,Bratislavský,Bratislava-Dúbravka,"ZŠ - Bratislava, Pri kríži",Pri kríži 11,32
Základná škola,Bratislavský,Bratislava-Karlova Ves,"ZŠ - Bratislava, Veternicova",Veternicova 20,16.1
Základná škola,Bratislavský,Bratislava-Karlova Ves,"ZŠ - Bratislava, Karloveská",Karloveská 61,26.1
Základná škola,Bratislavský,Bratislava-Dúbravka,"ZŠ - Bratislava, Nejedlého",Nejedlého 8,16.9
Základná škola,Bratislavský,Pezinok,"ZŠ - Pezinok, Na bielenisku",Na bielenisku 2,22.2
Základná škola,Bratislavský,Pezinok,"ZŠ - Pezinok, Kupeckého",Kupeckého 74,44.4
Základná škola,Bratislavský,Častá,"ZŠ s MŠ - Častá, Hlavná",Hlavná 293,16
Základná škola,Bratislavský,Pezinok,"ZŠ - Pezinok, Fándlyho",Fándlyho 11,51.4
Základná škola,Bratislavský,Modra,"ZŠ - Modra, Vajanského",Vajanského 93,21.9
Základná škola,Bratislavský,Tomášov,"ZŠ - Tomášov, Školská",Školská 7,13.8
Základná škola,Bratislavský,Kráľová pri Senci,"ZŠ - Kráľová pri Senci, Školská",Školská 190,12.7
Základná škola,Bratislavský,Dunajská Lužná,"ZŠ - Dunajská Lužná, Školská",Školská 257,32.5
Základná škola,Bratislavský,Pezinok,"ZŠ s MŠ - Pezinok, Orešie",Orešie 3,11.4
Základná škola,Bratislavský,Veľké Leváre,"ZŠ s MŠ - V.Leváre, Melíškova",Melíškova 650,19.3
Základná škola,Bratislavský,Zohor,"ZŠ - Zohor, Obchodná",Obchodná 7,19.1
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Rača,"Materská škola - Bratislava, Pri Šajbách",Pri Šajbách 14,8.1
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Rača,"Materská škola - Bratislava, Gelnická",Gelnická 34,7.7
Základná škola,Bratislavský,Bratislava-Staré Mesto,"ZŠ - Bratislava, Mudroňova",Mudroňova 83,27.2
Základná škola,Bratislavský,Malacky,"ZŠ - Malacky, Štúrova 142/A",Štúrova 142/A,23
MŠ celodenná starostlivosť,Bratislavský,Malacky,"Materská škola - Malacky, J.Kollára",Jána Kollára 896,56.2
Stredná odborná škola,Bratislavský,Senec,"SOŠ - Senec, Kysucká",Kysucká 14,20.9
MŠ celodenná starostlivosť,Bratislavský,Senec,"Súkr. materská škola - Senec, Fándlyho",Fándlyho 21,4.4
MŠ celodenná starostlivosť,Bratislavský,Zohor,"Materská škola - Zohor, Školská",Školská 2,12.5
Základná škola,Bratislavský,Bratislava-Dev. Nová Ves,"ZŠ - Bratislava, Pavla Horova",Pavla Horova 16,18.7
Stredná umelecká škola,Bratislavský,Bratislava-Petržalka,"Súkr. SUŠ an.tv. - Bratislava, Vlast.nám.",Vlastenecké námestie 1,5.8
Základná škola,Bratislavský,Bratislava-Nové Mesto,"Súkr. ZŠ - Bratislava, Vihorlatská",Vihorlatská 10,19.6
Obchodná akadémia,Bratislavský,Bratislava-Petržalka,"Súkr. OA - Bratislava, Kremnická",Kremnická 26,0.7
Základná škola,Bratislavský,Bratislava-Záh. Bystrica,"ZŠ s MŠ - Bratislava, Hargašova",Hargašova 5,18.1
Základná škola,Bratislavský,Bratislava-Dúbravka,"ZŠ - Bratislava, Sokolíkova",Sokolíkova 2,34.7
Základná škola,Bratislavský,Bratislava-Dúbravka,"ZŠ - Bratislava, Beňovského",Beňovského 1,23.1
Základná škola,Bratislavský,Bernolákovo,"ZŠ - Bernolákovo, Komenského",Komenského 3,28
Základná škola,Bratislavský,Veľký Biel,"ZŠ - Veľký Biel, Školská",Školská 4,10.9
Základná škola,Bratislavský,Ivanka pri Dunaji,"ZŠ - Ivanka pri Dunaji,  SNP",Ul. SNP 3,38.3
Základná škola,Bratislavský,Senec,"ZŠ - Senec, Mlynská",Mlynská 50,35.7
Základná škola,Bratislavský,Senec,"ZŠ s VJM - Senec, Nám.A.Molnára",Nám. A. Molnára 2,14
Základná škola,Bratislavský,Nová Dedinka,"ZŠ - Nová Dedinka, Hlavná",Hlavná 45,12.9
Základná škola,Bratislavský,Senec,"ZŠ - Senec, Tajovského",Tajovského 1,60.9
Základná škola,Bratislavský,Tomášov,"ZŠ s VJM - Tomášov, Školská",Školská 7,10.6
Základná škola,Bratislavský,Bratislava-Staré Mesto,"ZŠ - Bratislava, Vazovova",Vazovova 4,30.5
Základná škola,Bratislavský,Vysoká pri Morave,"ZŠ s MŠ - Vysoká pri Morave, Hlavná",Hlavná 37,11.5
Gymnázium,Bratislavský,Bratislava-Ružinov,"SŠ-Gymnázium - Bratislava, Novohradská",Novohradská 3,94.6
ŠZŠ pre žiakov s autizmom,Bratislavský,Bratislava-Staré Mesto,"Súkr. ZŠ s MŠ - Bratislava, Jozefská",Jozefská 6,1.2
Hotelová akadémia,Bratislavský,Bratislava-Petržalka,"Súkr. HA - Bratislava, Žehrianska",Žehrianska 6,9.6
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Súkr. MŠ - Bratislava, Vavilovova",Vavilovova 18,10.5
Základná škola,Bratislavský,Závod,"ZŠ s MŠ - Závod, Sokolská",Sokolská 81,14.5
MŠ celodenná starostlivosť,Bratislavský,Pezinok,"Cirk. MŠ sv. Jozefa - Pezinok, Za Hradbami",Za Hradbami 1,2
Stredná odborná škola,Bratislavský,Bratislava-Ružinov,"SOŠ - Bratislava, Ivanská c.",Ivanská cesta 21,35.3
Stredná odborná škola,Bratislavský,Ivanka pri Dunaji,"SŠ SOŠ - Ivanka pri Dunaji,  SNP",ul. SNP 30,48.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Ružinov,"Súkr. MŠ - Bratislava, Stálicová",Stálicová 2,3
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Rača,"Materská škola - Bratislava, Plickova",Plickova 16,7.9
ZŠ pre nadané deti,Bratislavský,Bratislava-Karlova Ves,"Súkr. ZŠ - Cenada - Bratislava, Majerníkova",Majerníkova 60,33.2
Obchodná akadémia,Bratislavský,Plavecký Štvrtok,"Súkr. OA - Plavecký Štvrtok, 351",351,2.5
Stredná odborná škola,Bratislavský,Plavecký Štvrtok,"Súkr. SOŠ - Plavecký Štvrtok, 351",351,0
MŠ celodenná starostlivosť,Bratislavský,Šenkvice,"Materská škola - Šenkvice, Horná",Horná 11,14.8
ZŠ pre nadané deti,Bratislavský,Bratislava-Ružinov,"Súkr.ZŠ - nadané deti - Bratislava, Bajkalská",Bajkalská 20,13
Základná škola,Bratislavský,Bratislava-Karlova Ves,"Súkr. ZŠ-Esprit - Bratislava, Majerníkova",Majerníkova 62,10
Základná škola,Bratislavský,Bratislava-Lamač,"ZŠ - Bratislava, Malokarpatské nám.",Malokarpatské nám. 1,29.9
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Lamač,"Materská škola - Bratislava, Heyrovského",Heyrovského 4,6.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Ružinov,"Materská škola - Bratislava, Medzilaborecká",Medzilaborecká 4,15
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Ružinov,"Materská škola - Bratislava, Šťastná",Šťastná 26,9.8
Špeciálna základná škola,Bratislavský,Senec,"SŠ - Špec. ZŠ - Senec, Trnavská",Trnavská 2,12.8
Základná škola,Bratislavský,Bratislava-Karlova Ves,"SŠ- ZŠ sv.Františka - Bratislava, Karloveská",Karloveská 32,33.3
Základná škola,Bratislavský,Bratislava-Petržalka,"SŠ Svätej Rodiny - ZŠ - Bratislava, Gercenova",Gercenova 10,31.8
Stredná odborná škola,Bratislavský,Bratislava-Petržalka,"S-športová SOŠ - Bratislava, M.C.Sklodowskej",M. C. Sklodowskej 1,4.5
Základná škola,Bratislavský,Bratislava-Nové Mesto,"Súkr. ZŠ - Bratislava, Česká",Česká 10,19.6
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Lamač,"C-MŠ sv.Filipa Neriho - Bratislava, Zlatohorská",Zlatohorská 18,5.1
Stredná priemyselná škola,Bratislavský,Bratislava-Ružinov,"SPŠSaG - Bratislava, Drieňová",Drieňová 35,24.5
Stredná odborná škola,Bratislavský,Bratislava-Ružinov,"SOŠ chemická - Bratislava, Vlčie hrdlo",Vlčie hrdlo 50,18.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Nové Mesto,"Súkr. MŠ - Bratislava, Česká",Česká 10,10
Stredná odborná škola,Bratislavský,Bratislava-Petržalka,"Súkr. SOŠ - Bratislava, Vranovská",Vranovská 4,9.5
Základná škola,Bratislavský,Malacky,"ZŠ Mansveta Olšovského - Malacky, Kláštorné nám.",Kláštorné nám. 1,33.1
Základná škola,Bratislavský,Bratislava-Petržalka,"Súkr. ZŠ - Bratislava, Zadunajská",Zadunajská 27,19.8
Základná škola,Bratislavský,Bratislava-Rača,"SŠ-ZŠ de La Salle - Bratislava, Detvianska",Detvianska 24,38.9
Gymnázium,Bratislavský,Bratislava-Staré Mesto,"S-Gymnázium Cambridge - Bratislava, Úprkova",Úprkova 3,24.1
Gymnázium,Bratislavský,Bratislava-Ružinov,"Gymnázium - Bratislava, Metodova",Metodova 2,75.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Súkr. MŠ - Bratislava, Zadunajská",Zadunajská 27,2
Základná škola,Bratislavský,Bratislava-Vajnory,"ZŠ Jána Pavla II. - Bratislava, Osloboditeľská",Osloboditeľská 27,15.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Záh. Bystrica,"MŠ bl. Z.Schelingovej - Bratislava, Sv.Pia X. 1/A",Sv. Pia X.  1/A,5.8
MŠ celodenná starostlivosť,Bratislavský,Pezinok,"Materská škola - Pezinok, Bystrická",Bystrická 1,12
MŠ celodenná starostlivosť,Bratislavský,Pezinok,"Materská škola - Pezinok, Gen.Pekníka",Gen. Pekníka 2,18.4
MŠ celodenná starostlivosť,Bratislavský,Pezinok,"Materská škola - Pezinok, Svätoplukova",Svätoplukova 51,13.1
MŠ celodenná starostlivosť,Bratislavský,Pezinok,"Materská škola - Pezinok, Vajanského",Vajanského 16,7.4
MŠ celodenná starostlivosť,Bratislavský,Pezinok,"Materská škola - Pezinok, Za hradbami",Za hradbami 1,14.2
MŠ celodenná starostlivosť,Bratislavský,Pezinok,"Materská škola - Pezinok, Záhradná",Záhradná 34,4
ZŠ I. stupeň,Bratislavský,Malinovo,"ZŠ - Malinovo, Školská",Školská 11,7.4
Gymnázium pre nadaných žiakov,Bratislavský,Bratislava-Karlova Ves,"Súkr. Gymnázium CENADA - Bratislava, Majerníkova",Majerníkova 60,0.2
MŠ celodenná starostlivosť,Bratislavský,Senec,"Materská škola - Senec, Slnečné jazerá",Slnečné jazerá 2764,0.1
MŠ celodenná starostlivosť,Bratislavský,Dunajská Lužná,"Cirk. MŠ - Dunajská Lužná, Jánošíkovská",Jánošíkovská 465/5,0.4
Základná škola,Bratislavský,Bratislava-Nové Mesto,"S-ZŠ franc-slov - Bratislava, Cádrova",Cádrova 23,1.5
Základná škola,Bratislavský,Bratislava-Nové Mesto,"Súkr. ZŠ EISB - Bratislava, Kalinčiakova",Kalinčiakova 12,1.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Špitálska",Špitálska 49,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Javorinská",Javorinská 9,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Malá",Malá 6,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Beskydská",Beskydská 7,80.2
MŠ pri základnej škole,Bratislavský,Bratislava-Staré Mesto,"EP-MŠ pri ZŠ - Bratislava, Podjavorinskej",Podjavorinskej 1,11.9
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Tabaková",Tabaková 10,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Gorazdova",Gorazdova 6,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Myjavská",Myjavská 22,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Heydukova",Heydukova 25,80.2
MŠ pri základnej škole,Bratislavský,Bratislava-Staré Mesto,"Materská škola pri ZŠ - Bratislava, Grösslingová",Grösslingová 48,14.9
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Vazovova",Vazovova 16,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Ferienčíkova",Ferienčíkova 12,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Óvoda - Bratislava,  29.augusta",Ulica 29. augusta 6,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Kuzmányho",Kuzmányho 9,80.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Staré Mesto,"Materská škola - Bratislava, Karadžičova",Karadžičova 51,80.2
MŠ pri základnej škole,Bratislavský,Bratislava-Pod. Biskupice,"EP-MŠ pri ZŠ s VJM - Bratislava, Staromlynská",Staromlynská 51,5.5
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"Materská škola pri ZŠ - Bratislava, Odborárska",Odborárska 2,3.7
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"EP - MŠ pri ZŠ - Bratislava, Osadná",Osadná 5,14.9
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"EP - MŠ pri ZŠ - Bratislava, Letná",Letná 7,21.3
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"EP - MŠ pri ZŠ - Bratislava, Rešetkova",Rešetkova 6,14.9
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"EP - MŠ pri ZŠ - Bratislava, Šancová",Šancová 65,22
MŠ pri základnej škole,Bratislavský,Bratislava-Rača,"Materská škola pri ZŠ - Bratislava, Hubeného",Hubeného 25,17.8
MŠ pri základnej škole,Bratislavský,Bratislava-Vajnory,"EP - Materská škola - Bratislava, Koniarkova",Koniarkova 9,13.4
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"EP - MŠ pri ZŠ - Bratislava, Jeséniova",Jeséniova 61,11
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"EP - MŠ pri ZŠ - Bratislava, Na Revíne",Na Revíne 14,16.3
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"EP - MŠ pri ZŠ - Bratislava, Legerského",Legerského 18,29.8
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"EP - MŠ pri ZŠ - Bratislava, Cádrova",Cádrova 15,16.3
MŠ pri základnej škole,Bratislavský,Bratislava-Nové Mesto,"EP - MŠ pri ZŠ - Bratislava, Šuňavcova",Šuňavcova 13,29.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Dúbravka,"Materská škola - Bratislava, Galbavého",Galbavého 5,81.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Dúbravka,"Materská škola - Bratislava, Švantnerova",Švantnerova 1,81.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Dúbravka,"Materská škola - Bratislava, Pri kríži",Pri kríži 2,81.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Dúbravka,"Materská škola - Bratislava, Cabanova",Cabanova 44,81.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Dúbravka,"Materská škola - Bratislava, Ožvoldíkova",Ožvoldíkova 15,81.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Dúbravka,"Materská škola - Bratislava, Sekurisova",Sekurisova 10,81.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Dúbravka,"Materská škola - Bratislava, Nejedlého",Nejedlého 8,81.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Dúbravka,"Materská škola - Bratislava, Ušiakova",Ušiakova 1,81.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Dúbravka,"Materská škola - Bratislava, Damborského",Damborského 3,81.5
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Karlova Ves,"Materská škola - Bratislava, Adámiho",Adámiho 11,83.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Karlova Ves,"Materská škola - Bratislava, Ladislava Sáru",Ladislava Sáru 3,83.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Karlova Ves,"Materská škola - Bratislava, Borská",Borská 4,83.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Karlova Ves,"Materská škola - Bratislava, Suchohradská",Suchohradská 3,83.2
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Čunovo,"Materská škola - Bratislava, Hraničiarska",Hraničiarska 101,4.1
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Materská škola - Bratislava, Bulíkova",Bulíkova 25,213.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Materská škola - Bratislava, Haanova",Haanova 9,213.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Materská škola - Bratislava, Šustekova",Šustekova 33,213.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Materská škola - Bratislava, Lachova",Lachova 31,213.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Materská škola - Bratislava, Gessayova",Gessayova 31,213.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Materská škola - Bratislava, Jankolova",Jankolova 8,213.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Materská škola - Bratislava, Bradáčova",Bradáčova 4,213.8
MŠ celodenná starostlivosť,Bratislavský,Bratislava-Petržalka,"Materská škola - Bratislava, Rovniankova",Rovniankova 8,213.8
MŠ pri základnej škole,Bratislavský,Bratislava-Rusovce,"EP-MŠ pri ZŠ - Bratislava, Kovácsova",Kovácsova 465,11.7
MŠ pri základnej škole,Bratislavský,Báhoň,"EP-MŠ pri ZŠ - Báhoň,  1.mája",Ul. 1. mája 1,7.8
MŠ celodenná starostlivosť,Bratislavský,Igram,Materská škola - Igram,Igram 27,5
MŠ celodenná starostlivosť,Bratislavský,Kaplna,Materská škola - Kaplna,Kaplna 174,3.1
MŠ celodenná starostlivosť,Bratislavský,Bernolákovo,"Materská škola - Bernolákovo, Komenského",Komenského 1,33.7
MŠ celodenná starostlivosť,Bratislavský,Blatné,"Materská škola - Blatné, Antona Vosátka",Antona Vosátka 2,8
MŠ celodenná starostlivosť,Bratislavský,Borinka,"Materská škola - Borinka, Dlhá",Dlhá 2,2
MŠ pri základnej škole,Bratislavský,Budmerice,"Materská škola pri ZŠ - Budmerice,  J.Rašu",Ul. J. Rašu 431,13.2
MŠ pri základnej škole,Bratislavský,Častá,"EP-MŠ pri ZŠ - Častá, Na vŕšku",Na vŕšku 430,9.6
MŠ pri základnej škole,Bratislavský,Čataj,"Materská škola pri ZŠ - Čataj, Hlavná",Hlavná 111,5.5
MŠ pri základnej škole,Bratislavský,Chorvátsky Grob,"Materská škola pri ZŠ - Chorvátsky Grob, Školská",Školská 4,21.3
MŠ pri základnej škole,Bratislavský,Chorvátsky Grob,"Materská škola pri ZŠ - Chorvátsky Grob, Pezinská",Pezinská 9,21.3
MŠ celodenná starostlivosť,Bratislavský,Doľany,"Materská škola - Doľany, 186",186,4
MŠ celodenná starostlivosť,Bratislavský,Dubová,"Materská škola - Dubová, Hlavná",Hlavná 22,4.8
MŠ celodenná starostlivosť,Bratislavský,Hamuliakovo,Materská škola - Hamuliakovo,Hamuliakovo 239,7.7
MŠ celodenná starostlivosť,Bratislavský,Ivanka pri Dunaji,"Materská škola - Ivanka pri Dunaji, Slnečná",Slnečná 17,20
MŠ celodenná starostlivosť,Bratislavský,Ivanka pri Dunaji,"Materská škola - Ivanka pri Dunaji, Hviezdoslavova",Hviezdoslavova 1,20
MŠ celodenná starostlivosť,Bratislavský,Zálesie,"Materská škola - Zálesie, Malinovská",Malinovská 1,4
MŠ celodenná starostlivosť,Bratislavský,Jablonec,Materská škola - Jablonec,Jablonec 57,4.6
MŠ celodenná starostlivosť,Bratislavský,Jablonové,Materská škola - Jablonové,Jablonové 348,5.3
MŠ celodenná starostlivosť,Bratislavský,Kalinkovo,Materská škola - Kalinkovo,Kalinkovo 194,3.3
MŠ celodenná starostlivosť,Bratislavský,Kostolište,Materská škola - Kostolište,Kostolište 66,4
MŠ pri základnej škole,Bratislavský,Kuchyňa,Materská škola pri ZŠ - Kuchyňa,Kuchyňa 559,6.3
MŠ celodenná starostlivosť,Bratislavský,Limbach,"Materská škola - Limbach, Vinohradnícka",Vinohradnícka 32,8
MŠ celodenná starostlivosť,Bratislavský,Malinovo,"MŠ - Óvoda - Malinovo, L.Svobodu",L. Svobodu 22,11
MŠ celodenná starostlivosť,Bratislavský,Miloslavov,Materská škola - Miloslavov,Miloslavov 87,14.8
MŠ celodenná starostlivosť,Bratislavský,Nová Dedinka,"Materská škola - Nová Dedinka, Hlavná",Hlavná 49,8
MŠ pri základnej škole,Bratislavský,Pernek,Materská škola pri ZŠ - Pernek,Pernek 122,3
MŠ pri základnej škole,Bratislavský,Pezinok,"EP-MŠ pri ZŠ - Pezinok, Orešie",Orešie 32,9.2
MŠ celodenná starostlivosť,Bratislavský,Rovinka,Materská škola - Rovinka,Rovinka 206,12.2
MŠ pri základnej škole,Bratislavský,Slovenský Grob,"EP-MŠ pri ZŠ - Slovenský Grob, Školská",Školská 13,10.8
MŠ celodenná starostlivosť,Bratislavský,Štefanová,Materská škola - Štefanová,Štefanová 100,2
